"","fips","state","county","population"
"2654","48259","Texas","Kendall County",48523
"2655","48261","Texas","Kenedy County",379
"2656","48263","Texas","Kent County",786
"2657","48265","Texas","Kerr County",52869
"2658","48267","Texas","Kimble County",4396
"2659","48269","Texas","King County",283
"2660","48271","Texas","Kinney County",3670
"2661","48273","Texas","Kleberg County",30338
"2662","48275","Texas","Knox County",3683
"2663","48277","Texas","Lamar County",49905
"2664","48279","Texas","Lamb County",12710
"2665","48281","Texas","Lampasas County",21789
"2666","48283","Texas","La Salle County",7500
"2667","48285","Texas","Lavaca County",20216
"2668","48287","Texas","Lee County",17397
"2669","48289","Texas","Leon County",17493
"2670","48291","Texas","Liberty County",91547
"2671","48293","Texas","Limestone County",23340
"2672","48295","Texas","Lipscomb County",3111
"2673","48297","Texas","Live Oak County",12324
"2674","48299","Texas","Llano County",21958
"2675","48301","Texas","Loving County",181
"2676","48303","Texas","Lubbock County",314772
"2677","48305","Texas","Lynn County",6025
"2678","48307","Texas","McCulloch County",7823
"2679","48309","Texas","McLennan County",259730
"2680","48311","Texas","McMullen County",721
"2681","48313","Texas","Madison County",14427
"2682","48315","Texas","Marion County",9960
"2683","48317","Texas","Martin County",5816
"2684","48319","Texas","Mason County",4344
"2685","48321","Texas","Matagorda County",36725
"2686","48323","Texas","Maverick County",58378
"2687","48325","Texas","Medina County",52358
"2688","48327","Texas","Menard County",2124
"2689","48329","Texas","Midland County",177863
"2690","48331","Texas","Milam County",24708
"2691","48333","Texas","Mills County",4840
"2692","48335","Texas","Mitchell County",8202
"2693","48337","Texas","Montague County",19962
"2694","48339","Texas","Montgomery County",626351
"2695","48341","Texas","Moore County",20654
"2696","48343","Texas","Morris County",12393
"2697","48345","Texas","Motley County",1185
"2698","48347","Texas","Nacogdoches County",64753
"2699","48349","Texas","Navarro County",50694
"2700","48351","Texas","Newton County",13414
"2701","48353","Texas","Nolan County",14835
"2702","48355","Texas","Nueces County",363148
"2703","48357","Texas","Ochiltree County",9598
"2704","48359","Texas","Oldham County",2135
"2705","48361","Texas","Orange County",82878
"2706","48363","Texas","Palo Pinto County",29320
"2707","48365","Texas","Panola County",23187
"2708","48367","Texas","Parker County",148198
"2709","48369","Texas","Parmer County",9522
"2710","48371","Texas","Pecos County",15718
"2711","48373","Texas","Polk County",52995
"2712","48375","Texas","Potter County",116004
"2713","48377","Texas","Presidio County",6508
"2714","48379","Texas","Rains County",12552
"2715","48381","Texas","Randall County",139899
"2716","48383","Texas","Reagan County",3833
"2717","48385","Texas","Real County",3411
"2718","48387","Texas","Red River County",11995
"2719","48389","Texas","Reeves County",15949
"2720","48391","Texas","Refugio County",6877
"2721","48393","Texas","Roberts County",813
"2722","48395","Texas","Robertson County",17155
"2723","48397","Texas","Rockwall County",109888
"2724","48399","Texas","Runnels County",10401
"2725","48401","Texas","Rusk County",54324
"2726","48403","Texas","Sabine County",10507
"2727","48405","Texas","San Augustine County",8248
"2728","48407","Texas","San Jacinto County",29301
"2729","48409","Texas","San Patricio County",67069
"2730","48411","Texas","San Saba County",6039
"2731","48413","Texas","Schleicher County",2761
"2732","48415","Texas","Scurry County",16662
"2733","48417","Texas","Shackelford County",3300
"2734","48419","Texas","Shelby County",24915
"2735","48421","Texas","Sherman County",3027
"2736","48423","Texas","Smith County",235806
"2737","48425","Texas","Somervell County",9139
"2738","48427","Texas","Starr County",64266
"2739","48429","Texas","Stephens County",9334
"2740","48431","Texas","Sterling County",1315
"2741","48433","Texas","Stonewall County",1348
"2742","48435","Texas","Sutton County",3738
"2743","48437","Texas","Swisher County",7340
"2744","48439","Texas","Tarrant County",2123347
"2745","48441","Texas","Taylor County",139200
"2746","48443","Texas","Terrell County",702
"2747","48445","Texas","Terry County",12183
"2748","48447","Texas","Throckmorton County",1487
"2749","48449","Texas","Titus County",32926
"2750","48451","Texas","Tom Green County",120010
"2751","48453","Texas","Travis County",1300503
"2752","48455","Texas","Trinity County",14883
"2753","48457","Texas","Tyler County",21591
"2754","48459","Texas","Upshur County",42166
"2755","48461","Texas","Upton County",3623
"2756","48463","Texas","Uvalde County",26742
"2757","48465","Texas","Val Verde County",49028
"2758","48467","Texas","Van Zandt County",57533
"2759","48469","Texas","Victoria County",91936
"2760","48471","Texas","Walker County",72164
"2761","48473","Texas","Waller County",57452
"2762","48475","Texas","Ward County",12097
"2763","48477","Texas","Washington County",35771
"2764","48479","Texas","Webb County",277681
"2765","48481","Texas","Wharton County",41685
"2766","48483","Texas","Wheeler County",4946
"2767","48485","Texas","Wichita County",133205
"2768","48487","Texas","Wilbarger County",12552
"2769","48489","Texas","Willacy County",21161
"2770","48491","Texas","Williamson County",617855
"2771","48493","Texas","Wilson County",52023
"2772","48495","Texas","Winkler County",7887
"2773","48497","Texas","Wise County",71084
"2774","48499","Texas","Wood County",46291
"2775","48501","Texas","Yoakum County",8702
"2776","48503","Texas","Young County",17904
"2777","48505","Texas","Zapata County",14172
"2778","48507","Texas","Zavala County",11840
"2779","49001","Utah","Beaver County",6761
"2780","49003","Utah","Box Elder County",57007
"2781","49005","Utah","Cache County",130004
"2782","49007","Utah","Carbon County",20760
"2783","49009","Utah","Daggett County",1026
"2784","49011","Utah","Davis County",359232
"2785","49013","Utah","Duchesne County",19894
"2786","49015","Utah","Emery County",10147
"2787","49017","Utah","Garfield County",5050
"2788","49019","Utah","Grand County",9796
"2789","49021","Utah","Iron County",56814
"2790","49023","Utah","Juab County",12122
"2791","49025","Utah","Kane County",7914
"2792","49027","Utah","Millard County",13327
"2793","49029","Utah","Morgan County",12462
"2794","49031","Utah","Piute County",1473
"2795","49033","Utah","Rich County",2452
"2796","49035","Utah","Salt Lake County",1165517
"2797","49037","Utah","San Juan County",15278
"2798","49039","Utah","Sanpete County",31393
"2799","49041","Utah","Sevier County",21780
"2800","49043","Utah","Summit County",42499
"2801","49045","Utah","Tooele County",74512
"2802","49047","Utah","Uintah County",35970
"2803","49049","Utah","Utah County",651059
"2804","49051","Utah","Wasatch County",35300
"2805","49053","Utah","Washington County",184913
"2806","49055","Utah","Wayne County",2759
"2807","49057","Utah","Weber County",262658
"2808","50001","Vermont","Addison County",36851
"2809","50003","Vermont","Bennington County",35338
"2810","50005","Vermont","Caledonia County",29705
"2811","50007","Vermont","Chittenden County",164306
"2812","50009","Vermont","Essex County",6123
"2813","50011","Vermont","Franklin County",49685
"2814","50013","Vermont","Grand Isle County",7169
"2815","50015","Vermont","Lamoille County",25341
"2816","50017","Vermont","Orange County",28837
"2817","50019","Vermont","Orleans County",26897
"2818","50021","Vermont","Rutland County",57764
"2819","50023","Vermont","Washington County",58328
"2820","50025","Vermont","Windham County",42015
"2821","50027","Vermont","Windsor County",54988
"2822","51001","Virginia","Accomack County",32238
"2823","51003","Virginia","Albemarle County",110652
"2824","51005","Virginia","Alleghany County",14701
"2825","51007","Virginia","Amelia County",13014
"2826","51009","Virginia","Amherst County",31667
"2827","51011","Virginia","Appomattox County",16043
"2828","51013","Virginia","Arlington County",240119
"2829","51015","Virginia","Augusta County",76544
"2830","51017","Virginia","Bath County",4119
"2831","51019","Virginia","Bedford County",79811
"2832","51021","Virginia","Bland County",6239
"2833","51023","Virginia","Botetourt County",33633
"2834","51025","Virginia","Brunswick County",16037
"2835","51027","Virginia","Buchanan County",20613
"2836","51029","Virginia","Buckingham County",17168
"2837","51031","Virginia","Campbell County",55304
"2838","51033","Virginia","Caroline County",30860
"2839","51035","Virginia","Carroll County",30074
"2840","51036","Virginia","Charles City County",6821
"2841","51037","Virginia","Charlotte County",11820
"2842","51041","Virginia","Chesterfield County",358245
"2843","51043","Virginia","Clarke County",14622
"2844","51045","Virginia","Craig County",5077
"2845","51047","Virginia","Culpeper County",53569
"2846","51049","Virginia","Cumberland County",9933
"2847","51051","Virginia","Dickenson County",14078
"2848","51053","Virginia","Dinwiddie County",28688
"2849","51057","Virginia","Essex County",10943
"2850","51059","Virginia","Fairfax County",1150847
"2851","51061","Virginia","Fauquier County",71361
"2852","51063","Virginia","Floyd County",15777
"2853","51065","Virginia","Fluvanna County",27422
"2854","51067","Virginia","Franklin County",56167
"2855","51069","Virginia","Frederick County",91119
"2856","51071","Virginia","Giles County",16663
"2857","51073","Virginia","Gloucester County",37459
"2858","51075","Virginia","Goochland County",24431
"2859","51077","Virginia","Grayson County",15493
"2860","51079","Virginia","Greene County",20131
"2861","51081","Virginia","Greensville County",11280
"2862","51083","Virginia","Halifax County",33633
"2863","51085","Virginia","Hanover County",108262
"2864","51087","Virginia","Henrico County",333766
"2865","51089","Virginia","Henry County",50309
"2866","51091","Virginia","Highland County",2200
"2867","51093","Virginia","Isle of Wight County",37725
"2868","51095","Virginia","James City County",77612
"2869","51097","Virginia","King and Queen County",6942
"2870","51099","Virginia","King George County",27381
"2871","51101","Virginia","King William County",17641
"2872","51103","Virginia","Lancaster County",10618
"2873","51105","Virginia","Lee County",23238
"2874","51107","Virginia","Loudoun County",422784
"2875","51109","Virginia","Louisa County",38132
"2876","51111","Virginia","Lunenburg County",12267
"2877","51113","Virginia","Madison County",13312
"2878","51115","Virginia","Mathews County",8766
"2879","51117","Virginia","Mecklenburg County",30679
"2880","51119","Virginia","Middlesex County",10569
"2881","51121","Virginia","Montgomery County",98391
"2882","51125","Virginia","Nelson County",14755
"2883","51127","Virginia","New Kent County",23648
"2884","51131","Virginia","Northampton County",11673
"2885","51133","Virginia","Northumberland County",12069
"2886","51135","Virginia","Nottoway County",15160
"2887","51137","Virginia","Orange County",37695
"2888","51139","Virginia","Page County",23933
"2889","51141","Virginia","Patrick County",17493
"2890","51143","Virginia","Pittsylvania County",59850
"2891","51145","Virginia","Powhatan County",30148
"2892","51147","Virginia","Prince Edward County",23006
"2893","51149","Virginia","Prince George County",38686
"2894","51153","Virginia","Prince William County",475533
"2895","51155","Virginia","Pulaski County",33935
"2896","51157","Virginia","Rappahannock County",7260
"2897","51159","Virginia","Richmond County",9071
"2898","51161","Virginia","Roanoke County",94509
"2899","51163","Virginia","Rockbridge County",22757
"2900","51165","Virginia","Rockingham County",82346
"2901","51167","Virginia","Russell County",26647
"2902","51169","Virginia","Scott County",21629
"2903","51171","Virginia","Shenandoah County",43905
"2904","51173","Virginia","Smyth County",30090
"2905","51175","Virginia","Southampton County",17636
"2906","51177","Virginia","Spotsylvania County",138449
"2907","51179","Virginia","Stafford County",156748
"2908","51181","Virginia","Surry County",6385
"2909","51183","Virginia","Sussex County",10925
"2910","51185","Virginia","Tazewell County",40529
"2911","51187","Virginia","Warren County",40475
"2912","51191","Virginia","Washington County",53695
"2913","51193","Virginia","Westmoreland County",18149
"2914","51195","Virginia","Wise County",37206
"2915","51197","Virginia","Wythe County",28620
"2916","51199","Virginia","York County",69199
"2917","51510","Virginia","Alexandria city",158726
"2918","51520","Virginia","Bristol city",17329
"2919","51530","Virginia","Buena Vista city",6402
"2920","51540","Virginia","Charlottesville city",46950
"2921","51550","Virginia","Chesapeake city",247011
"2922","51570","Virginia","Colonial Heights city",17205
"2923","51580","Virginia","Covington city",5639
"2924","51590","Virginia","Danville city",39869
"2925","51595","Virginia","Emporia city",5257
"2926","51600","Virginia","Fairfax city",23429
"2927","51610","Virginia","Falls Church city",14631
"2928","51620","Virginia","Franklin city",7833
"2929","51630","Virginia","Fredericksburg city",29492
"2930","51640","Virginia","Galax city",6296
"2931","51650","Virginia","Hampton city",135464
"2932","51660","Virginia","Harrisonburg city",53204
"2933","51670","Virginia","Hopewell city",22375
"2934","51678","Virginia","Lexington city",7279
"2935","51680","Virginia","Lynchburg city",81561
"2936","51683","Virginia","Manassas city",40869
"2937","51685","Virginia","Manassas Park city",18004
"2938","51690","Virginia","Martinsville city",12355
"2939","51700","Virginia","Newport News city",179062
"2940","51710","Virginia","Norfolk city",242803
"2941","51720","Virginia","Norton city",3985
"2942","51730","Virginia","Petersburg city",30446
"2943","51735","Virginia","Poquoson city",12257
"2944","51740","Virginia","Portsmouth city",95094
"2945","51750","Virginia","Radford city",18255
"2946","51760","Virginia","Richmond city",232226
"2947","51770","Virginia","Roanoke city",99058
"2948","51775","Virginia","Salem city",25340
"2949","51790","Virginia","Staunton city",25190
"2950","51800","Virginia","Suffolk city",93913
"2951","51810","Virginia","Virginia Beach city",451231
"2952","51820","Virginia","Waynesboro city",22741
"2953","51830","Virginia","Williamsburg city",15259
"2954","51840","Virginia","Winchester city",27700
"2955","53001","Washington","Adams County",20027
"2956","53003","Washington","Asotin County",22820
"2957","53005","Washington","Benton County",206426
"2958","53007","Washington","Chelan County",77574
"2959","53009","Washington","Clallam County",78067
"2960","53011","Washington","Clark County",496865
"2961","53013","Washington","Columbia County",4048
"2962","53015","Washington","Cowlitz County",111371
"2963","53017","Washington","Douglas County",43560
"2964","53019","Washington","Ferry County",7759
"2965","53021","Washington","Franklin County",97075
"2966","53023","Washington","Garfield County",2290
"2967","53025","Washington","Grant County",99377
"2968","53027","Washington","Grays Harbor County",75950
"2969","53029","Washington","Island County",86014
"2970","53031","Washington","Jefferson County",32700
"2971","53033","Washington","King County",2274315
"2972","53035","Washington","Kitsap County",272787
"2973","53037","Washington","Kittitas County",49204
"2974","53039","Washington","Klickitat County",22697
"2975","53041","Washington","Lewis County",82109
"2976","53043","Washington","Lincoln County",11090
"2977","53045","Washington","Mason County",68224
"2978","53047","Washington","Okanogan County",42620
"2979","53049","Washington","Pacific County",22984
"2980","53051","Washington","Pend Oreille County",14144
"2981","53053","Washington","Pierce County",913890
"2982","53055","Washington","San Juan County",17492
"2983","53057","Washington","Skagit County",130789
"2984","53059","Washington","Skamania County",12107
"2985","53061","Washington","Snohomish County",830393
"2986","53063","Washington","Spokane County",528225
"2987","53065","Washington","Stevens County",46360
"2988","53067","Washington","Thurston County",294074
"2989","53069","Washington","Wahkiakum County",4498
"2990","53071","Washington","Walla Walla County",61292
"2991","53073","Washington","Whatcom County",231016
"2992","53075","Washington","Whitman County",49500
"2993","53077","Washington","Yakima County",251879
"2994","54001","West Virginia","Barbour County",16444
"2995","54003","West Virginia","Berkeley County",122125
"2996","54005","West Virginia","Boone County",21055
"2997","54007","West Virginia","Braxton County",13702
"2998","54009","West Virginia","Brooke County",21674
"2999","54011","West Virginia","Cabell County",91589
"3000","54013","West Virginia","Calhoun County",6945
"3001","54015","West Virginia","Clay County",8341
"3002","54017","West Virginia","Doddridge County",8368
"3003","54019","West Virginia","Fayette County",42062
"3004","54021","West Virginia","Gilmer County",7811
"3005","54023","West Virginia","Grant County",11510
"3006","54025","West Virginia","Greenbrier County",34319
"3007","54027","West Virginia","Hampshire County",23190
"3008","54029","West Virginia","Hancock County",28571
"3009","54031","West Virginia","Hardy County",13633
"3010","54033","West Virginia","Harrison County",66870
"3011","54035","West Virginia","Jackson County",28453
"3012","54037","West Virginia","Jefferson County",57486
"3013","54039","West Virginia","Kanawha County",176253
"3014","54041","West Virginia","Lewis County",15805
"3015","54043","West Virginia","Lincoln County",20043
"3016","54045","West Virginia","Logan County",31688
"3017","54047","West Virginia","McDowell County",16916
"3018","54049","West Virginia","Marion County",55962
"3019","54051","West Virginia","Marshall County",30103
"3020","54053","West Virginia","Mason County",26335
"3021","54055","West Virginia","Mercer County",58258
"3022","54057","West Virginia","Mineral County",26722
"3023","54059","West Virginia","Mingo County",22951
"3024","54061","West Virginia","Monongalia County",106819
"3025","54063","West Virginia","Monroe County",13229
"3026","54065","West Virginia","Morgan County",17873
"3027","54067","West Virginia","Nicholas County",24340
"3028","54069","West Virginia","Ohio County",41182
"3029","54071","West Virginia","Pendleton County",6932
"3030","54073","West Virginia","Pleasants County",7438
"3031","54075","West Virginia","Pocahontas County",8190
"3032","54077","West Virginia","Preston County",33380
"3033","54079","West Virginia","Putnam County",56428
"3034","54081","West Virginia","Raleigh County",72920
"3035","54083","West Virginia","Randolph County",28387
"3036","54085","West Virginia","Ritchie County",9499
"3037","54087","West Virginia","Roane County",13482
"3038","54089","West Virginia","Summers County",12444
"3039","54091","West Virginia","Taylor County",16699
"3040","54093","West Virginia","Tucker County",6816
"3041","54095","West Virginia","Tyler County",8533
"3042","54097","West Virginia","Upshur County",24230
"3043","54099","West Virginia","Wayne County",39054
"3044","54101","West Virginia","Webster County",8058
"3045","54103","West Virginia","Wetzel County",14904
"3046","54105","West Virginia","Wirt County",5705
"3047","54107","West Virginia","Wood County",82938
"3048","54109","West Virginia","Wyoming County",20123
"3049","55001","Wisconsin","Adams County",20498
"3050","55003","Wisconsin","Ashland County",15415
"3051","55005","Wisconsin","Barron County",45090
"3052","55007","Wisconsin","Bayfield County",15242
"3053","55009","Wisconsin","Brown County",264610
"3054","55011","Wisconsin","Buffalo County",13033
"3055","55013","Wisconsin","Burnett County",15557
"3056","55015","Wisconsin","Calumet County",50209
"3057","55017","Wisconsin","Chippewa County",64737
"3058","55019","Wisconsin","Clark County",34720
"3059","55021","Wisconsin","Columbia County",57668
"3060","55023","Wisconsin","Crawford County",16021
"3061","55025","Wisconsin","Dane County",552536
"3062","55027","Wisconsin","Dodge County",87336
"3063","55029","Wisconsin","Door County",27889
"3064","55031","Wisconsin","Douglas County",43702
"3065","55033","Wisconsin","Dunn County",45452
"3066","55035","Wisconsin","Eau Claire County",105260
"3067","55037","Wisconsin","Florence County",4298
"3068","55039","Wisconsin","Fond du Lac County",102902
"3069","55041","Wisconsin","Forest County",8960
"3070","55043","Wisconsin","Grant County",51021
"3071","55045","Wisconsin","Green County",36603
"3072","55047","Wisconsin","Green Lake County",18908
"3073","55049","Wisconsin","Iowa County",23640
"3074","55051","Wisconsin","Iron County",5698
"3075","55053","Wisconsin","Jackson County",20630
"3076","55055","Wisconsin","Jefferson County",85038
"3077","55057","Wisconsin","Juneau County",26908
"3078","55059","Wisconsin","Kenosha County",169671
"3079","55061","Wisconsin","Kewaunee County",20386
"3080","55063","Wisconsin","La Crosse County",118502
"3081","55065","Wisconsin","Lafayette County",16646
"3082","55067","Wisconsin","Langlade County",19119
"3083","55069","Wisconsin","Lincoln County",27566
"3084","55071","Wisconsin","Manitowoc County",78757
"3085","55073","Wisconsin","Marathon County",135593
"3086","55075","Wisconsin","Marinette County",40262
"3087","55077","Wisconsin","Marquette County",15585
"3088","55078","Wisconsin","Menominee County",4546
"3089","55079","Wisconsin","Milwaukee County",945016
"3090","55081","Wisconsin","Monroe County",46582
"3091","55083","Wisconsin","Oconto County",38383
"3092","55085","Wisconsin","Oneida County",35751
"3093","55087","Wisconsin","Outagamie County",188766
"3094","55089","Wisconsin","Ozaukee County",90043
"3095","55091","Wisconsin","Pepin County",7271
"3096","55093","Wisconsin","Pierce County",42700
"3097","55095","Wisconsin","Polk County",43794
"3098","55097","Wisconsin","Portage County",71032
"3099","55099","Wisconsin","Price County",13245
"3100","55101","Wisconsin","Racine County",195802
"3101","55103","Wisconsin","Richland County",17258
"3102","55105","Wisconsin","Rock County",163084
"3103","55107","Wisconsin","Rusk County",14022
"3104","55109","Wisconsin","St. Croix County",91838
"3105","55111","Wisconsin","Sauk County",64449
"3106","55113","Wisconsin","Sawyer County",16700
"3107","55115","Wisconsin","Shawano County",40786
"3108","55117","Wisconsin","Sheboygan County",115240
"3109","55119","Wisconsin","Taylor County",20318
"3110","55121","Wisconsin","Trempealeau County",29681
"3111","55123","Wisconsin","Vernon County",30861
"3112","55125","Wisconsin","Vilas County",22356
"3113","55127","Wisconsin","Walworth County",103953
"3114","55129","Wisconsin","Washburn County",15712
"3115","55131","Wisconsin","Washington County",136445
"3116","55133","Wisconsin","Waukesha County",406172
"3117","55135","Wisconsin","Waupaca County",50664
"3118","55137","Wisconsin","Waushara County",24326
"3119","55139","Wisconsin","Winnebago County",171631
"3120","55141","Wisconsin","Wood County",72560
"3121","56001","Wyoming","Albany County",38950
"3122","56003","Wyoming","Big Horn County",11575
"3123","56005","Wyoming","Campbell County",46676
"3124","56007","Wyoming","Carbon County",14711
"3125","56009","Wyoming","Converse County",13804
"3126","56011","Wyoming","Crook County",7593
"3127","56013","Wyoming","Fremont County",39317
"3128","56015","Wyoming","Goshen County",13235
"3129","56017","Wyoming","Hot Springs County",4425
"3130","56019","Wyoming","Johnson County",8588
"3131","56021","Wyoming","Laramie County",100595
"3132","56023","Wyoming","Lincoln County",20253
"3133","56025","Wyoming","Natrona County",80815
"3134","56027","Wyoming","Niobrara County",2275
"3135","56029","Wyoming","Park County",29331
"3136","56031","Wyoming","Platte County",8578
"3137","56033","Wyoming","Sheridan County",30863
"3138","56035","Wyoming","Sublette County",9856
"3139","56037","Wyoming","Sweetwater County",42673
"3140","56039","Wyoming","Teton County",23497
"3141","56041","Wyoming","Uinta County",20215
"3142","56043","Wyoming","Washakie County",7760
"3143","56045","Wyoming","Weston County",6743
